Unnamed: 0,course_name,course_url,course_photo,course_level,course_effort,course_length,course_language,course_subtitle,course_price,course_partner,university_link,course_enrollments,subject,title,rating,number_of_ratings,number_of_students,price
178,A Global History ofArchitecture…,https://www.edx.org/course/a-global-history-of-architecture-2,https://prod-discovery.edx-cdn.org/media/course/image/89508395-9972-49c6-9ff4-1e276f9cc83b-cf6f5acadccd.jpg,['Introductory'],['7–9 hours per week'],['12 Weeks'],['English'],['English'],['$49 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned,History,MITx: A Global History of Architecture,None,None,Unknown,149
179,Science & Cooking: FromHaute Cuisine to SoftMatter Science (chemis……,https://www.edx.org/course/science-cooking-from-haute-cuisine-to-soft-matter,https://prod-discovery.edx-cdn.org/media/course/image/d37884e7-363e-471b-ad1b-1250b1fdae23-049d56aeefd9.jpg,['Introductory'],['2–3 hours per week'],['16 Weeks'],['English'],['English'],['$169 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"150,198",Chemistry,HarvardX: Science & Cooking: From Haute Cuisine to Soft Matter Science (chemistry),4.8,12,195496,249
180,Backyard Meteorology:The Science of Weather…,https://www.edx.org/course/backyard-meteorology-the-science-of-weather,https://prod-discovery.edx-cdn.org/media/course/image/1bab9c85-a855-4abb-a326-9cbec5781c4c-f04010033293.jpg,['Introductory'],['3–5 hours per week'],['6 Weeks'],['English'],['English'],['$149 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"66,105",Science,HarvardX: Backyard Meteorology: The Science of Weather,4.8,24,100844,149
181,Calculus Applied!…,https://www.edx.org/course/calculus-applied,https://prod-discovery.edx-cdn.org/media/course/image/08f162d1-6943-490b-8e0b-ee6fd5ab256e-e59757cca83d.jpg,['Intermediate'],['3–6 hours per week'],['10 Weeks'],['English'],['English'],['$139 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"58,289",Math,HarvardX: Calculus Applied!,4.8,13,148649,Unknown
182,Introduction toAerospace Structuresand Materials…,https://www.edx.org/course/introduction-to-aerospace-structures-and-materials,https://prod-discovery.edx-cdn.org/media/course/image/95a3e201-e0dc-4602-99f7-3e061b71d672-9be4eca9b29a.jpg,['Introductory'],['4–6 hours per week'],['8 Weeks'],['English'],['English'],['$50 USD'],['Delft University of Technology'],['https://www.edx.org/school/delftx'],"38,685",Engineering,DelftX: Introduction to Aerospace Structures and Materials,4.6,10,60466,139
183,Solar Energy…,https://www.edx.org/course/solar-energy-3,https://prod-discovery.edx-cdn.org/media/course/image/f7cb17f3-440d-4a25-8c5f-01c613d182e0-002d526e3b25.jpg,['Introductory'],['6–8 hours per week'],['8 Weeks'],['English'],['English'],['$50 USD'],['Delft University of Technology'],['https://www.edx.org/school/delftx'],"126,331",None,None,None,None,None,None
184,Science & Cooking: FromHaute Cuisine to SoftMatter Science (physics)…,https://www.edx.org/course/science-cooking-from-haute-cuisine-to-soft-matte-2,https://prod-discovery.edx-cdn.org/media/course/image/c0ac1bf7-6791-4bb9-9e0b-ff0fda69b898-f5d20eae6c71.jpg,['Introductory'],['2–3 hours per week'],['16 Weeks'],['English'],['English'],['$169 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"64,852",Physics,HarvardX: Science & Cooking: From Haute Cuisine to Soft Matter Science (physics),4.7,7,93393,249
185,Mechanics: Kinematicsand Dynamics…,https://www.edx.org/course/mechanics-kinematics-and-dynamics,https://prod-discovery.edx-cdn.org/media/course/image/0dac4ad0-acb6-448f-8d7e-ee9ee05f3bb9-f66284629650.jpg,['Intermediate'],['10–12 hours per week'],['12 Weeks'],['English'],['English'],['$49 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],"37,087",None,None,None,None,None,None
186,Astronomía Virtual…,https://www.edx.org/course/astronomia-virtual,https://prod-discovery.edx-cdn.org/media/course/image/9fa82173-2d9e-4d68-9f4e-57e577532462-fab0b006db03.png,['Introductory'],['5–7 hours per week'],['7 Weeks'],['Español'],"['English, Español']",['$29 USD'],['Universidad Nacional de Córdoba'],['https://www.edx.org/school/uncordobax'],"11,481",Science,UNCordobaX: Astronomía Virtual,4.8,18,Unknown,25
187,AP Physics 1…,https://www.edx.org/course/ap-physics-1,https://prod-discovery.edx-cdn.org/media/course/image/73d9af3d-6f6d-4aeb-ba96-bc8dac9a9a00-567975c8ce1b.jpg,['Introductory'],['3–4 hours per week'],['18 Weeks'],['English'],['English'],['$49 USD'],['Rice University'],['https://www.edx.org/school/ricex'],"44,595",Physics,RICEx: AP Physics 1,4.5,11,72244,49
188,Astrophysics: Cosmology…,https://www.edx.org/course/astrophysics-cosmology,https://prod-discovery.edx-cdn.org/media/course/image/477b458a-89e7-462f-ad00-c123101eb08c-4ea2a43c3bbf.jpg,['Intermediate'],['2–4 hours per week'],['10 Weeks'],['English'],['English'],['$50 USD'],['Australian National University'],['https://www.edx.org/school/anux'],"84,311",Physics,ANUx: Astrophysics: Cosmology,4.8,19,99112,59
189,Greatest UnsolvedMysteries of the Universe…,https://www.edx.org/course/greatest-unsolved-mysteries-of-the-universe,https://prod-discovery.edx-cdn.org/media/course/image/b91a36c0-1e7a-4b64-908a-3886d0b13cb7-0de993faa62f.jpg,['Intermediate'],['2–4 hours per week'],['9 Weeks'],['English'],['English'],['$50 USD'],['Australian National University'],['https://www.edx.org/school/anux'],"94,949",Physics,ANUx: Greatest Unsolved Mysteries of the Universe,4.9,17,113499,59
190,Introduction toAstrophysics…,https://www.edx.org/course/introduction-to-astrophysics,https://prod-discovery.edx-cdn.org/media/course/image/6764478c-a96d-4e87-a6de-c1100af2ac70-97828fa82bea.jpg,['Introductory'],['3–4 hours per week'],['7 Weeks'],['English'],['English'],['$139 USD'],['École polytechnique fédérale de Lausanne'],['https://www.edx.org/school/epflx'],"21,626",Physics,EPFLx: Introduction to Astrophysics,4.0,5,41592,179
191,University Chemistry:Molecular Foundationsand Global Frontiers Par……,https://www.edx.org/course/introductory-university-chemistry-frontiers-and-fo,https://prod-discovery.edx-cdn.org/media/course/image/a7ce6820-5536-4302-9f3f-a49b596bd59c-a005fe7e301a.jpeg,['Introductory'],['3–6 hours per week'],['24 Weeks'],['English'],['English'],['$199 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],not-mentioned,Bachelors,None,None,None,Unknown,Unknown
192,The Hardware of aQuantum Computer…,https://www.edx.org/course/hardware-of-quantum-computer,https://prod-discovery.edx-cdn.org/media/course/image/3f2d9b25-40be-4cd8-898c-6a1b8637bfec-314a1f1b0305.jpg,['Intermediate'],['6–8 hours per week'],['6 Weeks'],['English'],['English'],['$149 USD'],['Delft University of Technology'],['https://www.edx.org/school/delftx'],"20,712",Physics,DelftX: The Hardware of a Quantum Computer,4.7,6,28059,149
193,Thermodynamics ofMaterials…,https://www.edx.org/course/thermodynamics-of-materials-2,https://prod-discovery.edx-cdn.org/media/course/image/0ff723ea-202a-4d5a-baab-a2611032c09a-66f77924b235.jpeg,['Intermediate'],['9–12 hours per week'],['16 Weeks'],['English'],['English'],['$150 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned,None,None,None,None,None,None
194,Animation and CGIMotion…,https://www.edx.org/course/animation-and-cgi-motion-2,https://prod-discovery.edx-cdn.org/media/course/image/95c877f3-076a-4dee-a640-9c6069ca0114-e3a2f8507f67.jpg,['Advanced'],['8–10 hours per week'],['12 Weeks'],['English'],['English'],['$249 USD'],['Columbia University'],['https://www.edx.org/school/columbiax'],"37,400",Computer Science,ColumbiaX: Animation and CGI Motion,None,None,Unknown,249
195,Astrophysics: The ViolentUniverse…,https://www.edx.org/course/astrophysics-the-violent-universe,https://prod-discovery.edx-cdn.org/media/course/image/b9010185-e39e-4856-bfea-d47aa630b480-41240ee21d06.jpg,['Intermediate'],['2–4 hours per week'],['10 Weeks'],['English'],['English'],['$50 USD'],['Australian National University'],['https://www.edx.org/school/anux'],"66,109",Physics,ANUx: Astrophysics: The Violent Universe,4.7,9,72869,59
196,"Diseña, fabrica yprograma tu propio robot…",https://www.edx.org/course/disena-fabrica-y-programa-tu-propio-robot,https://prod-discovery.edx-cdn.org/media/course/image/4ab9ccf1-8b6f-4a6e-b9b8-2f14a2d3115b-f652bf94b415.jpg,['Introductory'],['8–10 hours per week'],['6 Weeks'],['Español'],['Español'],['$75 USD'],['Universitat Politècnica de Valencia'],['https://www.edx.org/school/upvalenciax'],"25,410",Engineering,"UPValenciaX: Diseña, fabrica y programa tu propio robot",None,None,33631,69
197,Mechanics: Momentumand Energy…,https://www.edx.org/course/mechanics-momentum-and-energy,https://prod-discovery.edx-cdn.org/media/course/image/fb6fe064-dbff-4364-a509-1543ec30e2cd-ff3e73105b5c.jpg,['Intermediate'],['10–12 hours per week'],['14 Weeks'],['English'],['English'],['$49 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],"15,311",None,None,None,None,None,None
198,Sustainable SoilManagement: Soil for life…,https://www.edx.org/course/sustainable-soil-management-soil-for-life,https://prod-discovery.edx-cdn.org/media/course/image/5eb67fe0-277c-415d-b23d-2b5a1ae30203-8e820ff0d532.jpg,['Introductory'],['8–10 hours per week'],['7 Weeks'],['English'],['English'],['$49 USD'],['Wageningen University & Research'],['https://www.edx.org/school/wageningenx'],"22,786",Environmental Studies,WageningenX: Sustainable Soil Management: Soil for life,4.6,5,28824,209
199,"Architecture, Algorithms,and Protocols of aQuantum Computer and……",https://www.edx.org/course/architecture-algorithms-quantum-computer-internet,https://prod-discovery.edx-cdn.org/media/course/image/16974953-ed0c-4c5b-87f5-4f71b7fe10a6-791982f0caed.jpg,['Intermediate'],['6–8 hours per week'],['6 Weeks'],['English'],['English'],['$149 USD'],['Delft University of Technology'],['https://www.edx.org/school/delftx'],"8,748",Physics,"DelftX: Architecture, Algorithms, and Protocols of a Quantum Computer and Quantum Internet",None,None,12997,149
200,Synthetic Aperture Radar:Hazards…,https://www.edx.org/course/sar-hazards,https://prod-discovery.edx-cdn.org/media/course/image/8ffb075a-8950-40ca-8101-ecd8a518e3b6-4d52663b5b79.jpeg,['Intermediate'],['4–6 hours per week'],['6 Weeks'],['English'],"['English, Español']",['$199 USD'],['University of Alaska Fairbanks'],['https://www.edx.org/school/alaskax'],not-mentioned,Energy & Earth Sciences,AlaskaX: Synthetic Aperture Radar: Hazards,None,None,5716,229
201,From Atoms to Stars:How Physics Explains OurWorld…,https://www.edx.org/course/from-atoms-to-stars-how-physics-explains-our-world,https://prod-discovery.edx-cdn.org/media/course/image/e9564b2d-40b2-4658-9961-e4cd6f3924ea-5c9681e901ef.jpg,['Intermediate'],['2–3 hours per week'],['4 Weeks'],['English'],"['English, Русский']",['$49 USD'],['National Research Nuclear University'],['https://www.edx.org/school/mephix'],"16,227",None,None,None,None,None,None
202,Mechanics: RotationalDynamics…,https://www.edx.org/course/mechanics-rotational-dynamics,https://prod-discovery.edx-cdn.org/media/course/image/58ca7ea8-c887-4672-ba73-47f80ccf80fc-d9cca71ed87a.jpg,['Intermediate'],['10–12 hours per week'],['12 Weeks'],['English'],['English'],['$49 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],"13,553",None,None,None,None,None,None
203,Astrophysics: ExploringExoplanets…,https://www.edx.org/course/astrophysics-exploring-exoplanets,https://prod-discovery.edx-cdn.org/media/course/image/317d3511-8666-4e32-aa11-feeee69dc969-df21e98cc968.jpg,['Intermediate'],['2–4 hours per week'],['9 Weeks'],['English'],['English'],['$50 USD'],['Australian National University'],['https://www.edx.org/school/anux'],"48,823",Physics,ANUx: Astrophysics: Exploring Exoplanets,4.7,10,54088,59
204,The Quantum Internetand Quantum Computers:How Will They Change t……,https://www.edx.org/course/the-quantum-internet-and-quantum-computers-how-w-2,https://prod-discovery.edx-cdn.org/media/course/image/38b8dc96-629b-483b-bafa-9e2cbf826503-1517c57367e2.png,['Introductory'],['2–3 hours per week'],['6 Weeks'],['English'],['English'],['$50 USD'],['Delft University of Technology'],['https://www.edx.org/school/delftx'],"15,421",Science,DelftX: The Quantum Internet and Quantum Computers: How Will They Change the World?,None,None,19823,139
205,Mechanics: SimpleHarmonic Motion…,https://www.edx.org/course/mechanics-simple-harmonic-motion,https://prod-discovery.edx-cdn.org/media/course/image/9563dba4-6991-4afa-9277-489bc61f7211-02f89d0a8c37.jpg,['Intermediate'],['10–12 hours per week'],['8 Weeks'],['English'],['English'],['$49 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned,None,None,None,None,None,None
206,Fundamentos deMecánica para Ingeniería…,https://www.edx.org/course/fundamentos-de-mecanica-para-ingenieria,https://prod-discovery.edx-cdn.org/media/course/image/cf542750-a7e7-44b4-b6d2-be2245ea3520-b2cdcd337712.jpg,['Introductory'],['3–4 hours per week'],['6 Weeks'],['Español'],['Español'],['$49 USD'],['Universitat Politècnica de Valencia'],['https://www.edx.org/school/upvalenciax'],"14,515",Physics,UPValenciaX: Fundamentos de Mecánica para Ingeniería,None,None,22640,19
207,Solar Energy Engineering:Comprehensive Exams…,https://www.edx.org/course/solar-energy-engineering-comprehensive-exams-2,https://prod-discovery.edx-cdn.org/media/course/image/36cdc2f0-8329-483a-8b66-13c37d094752-c85931838f93.jpeg,['Advanced'],['4–6 hours per week'],['8 Weeks'],['English'],['English'],['$250 USD'],['Delft University of Technology'],['https://www.edx.org/school/delftx'],not-mentioned,None,None,None,None,None,None
208,AP® Physics 1:Challenging Concepts…,https://www.edx.org/course/ap-physics-1-challenging-concepts,https://prod-discovery.edx-cdn.org/media/course/image/e42045f5-4a18-4a8f-b16f-c327789664b9-ab4ab669bbbc.png,['Introductory'],['2–4 hours per week'],['8 Weeks'],['English'],['English'],['$49 USD'],['Davidson Next'],['https://www.edx.org/school/davidson-next'],"12,453",Physics,DavidsonNext: AP® Physics 1: Challenging Concepts,None,None,Unknown,49
209,"Cosmic Rays, DarkMatter, and the Mysteriesof the Universe…",https://www.edx.org/course/cosmic-rays-dark-matter-and-the-mysteries-of-the-2,https://prod-discovery.edx-cdn.org/media/course/image/a1d5bc62-76e2-4dcf-915e-2f46f0313fac-b7daebc1142b.jpg,['Intermediate'],['3–5 hours per week'],['4 Weeks'],['English'],['English'],['$49 USD'],['Waseda University'],['https://www.edx.org/school/wasedax'],"12,983",Physics,"WasedaX: Cosmic Rays, Dark Matter, and the Mysteries of the Universe",None,None,14080,59
210,"Fundamentals ofBiomedical Imaging:Ultrasounds, X-ray, posit……",https://www.edx.org/course/fundamentals-of-biomedical-imaging-ultrasounds-x-r,https://prod-discovery.edx-cdn.org/media/course/image/6dd8eb19-0db8-4a2a-bdf3-a782baace070-e09611b3c5b8.jpg,['Advanced'],['4–5 hours per week'],['7 Weeks'],['English'],['English'],['$169 USD'],['École polytechnique fédérale de Lausanne'],['https://www.edx.org/school/epflx'],"10,539",Engineering,"EPFLx: Fundamentals of Biomedical Imaging: Ultrasounds, X-ray, positron emission tomography (PET) and applications",None,None,16794,209
211,Question Everything:Scientific Thinking in RealLife…,https://www.edx.org/course/question-everything-scientific-thinking-in-real-li,https://prod-discovery.edx-cdn.org/media/course/image/9d0109cc-c182-4626-bf5f-990f0ff1b5a8-d5ac95aab5d4.jpg,['Introductory'],['2–4 hours per week'],['8 Weeks'],['English'],['English'],['$59 USD'],['The University of Queensland'],['https://www.edx.org/school/uqx'],"34,396",Math,UQx: Question Everything: Scientific Thinking in Real Life,None,None,Unknown,79
212,Introducción a lagravedad cuántica delazos…,https://www.edx.org/course/introduccion-a-la-gravedad-cuantica-de-lazos,https://prod-discovery.edx-cdn.org/media/course/image/772972b9-45a7-4d14-b0f4-53a75fc84efb-5aab23d31fe2.jpg,['Introductory'],['5–7 hours per week'],['5 Weeks'],['Español'],"['English, Español']",['$50 USD'],['Universidad Nacional de Córdoba'],['https://www.edx.org/school/uncordobax'],"7,521",Science,UNCordobaX: Introducción a la gravedad cuántica de lazos,None,None,Unknown,45
