course_title,url,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,rating,number_of_ratings,update_date,number_of_students,time_since_creation
Guitar Lessons For Beginners - Basics,https://www.udemy.com/practice-guitar-with-no-previous-experience-and-become-a-pro/,30,26,0,14,Beginner Level,1.0,2017-01-13T17:26:06Z,Music,4.8,2.0,5/2017,36.0,7
Spirit Drum Lessons For Beginners - The Music Coach,https://www.udemy.com/the-music-coach-online-spirit-drum-course-i/,95,2,0,86,Beginner Level,5.5,2017-05-04T16:44:06Z,Music,4.6,9.0,11/2018,39.0,7
Guitar 201: Breakthroughs,https://www.udemy.com/guitar-201-breakthroughs/,20,14,1,49,Beginner Level,2.5,2016-01-22T20:11:29Z,Music,4.6,125.0,1/2016,11957.0,8
Tune that Sour Note on Your Piano,https://www.udemy.com/how-to-tune-your-own-piano/,20,0,0,6,All Levels,0.55,2017-06-20T21:46:40Z,Music,4.6,28.0,6/2017,79.0,7
How To Play Blues Guitar - Open G and D,https://www.udemy.com/open-g-and-d-guitar-lessons/,20,237,12,6,Intermediate Level,1.5,2013-10-08T07:43:00Z,Music,4.0,15.0,10/2015,382.0,11
Spice up your playing with some easy Flamenco techniques! ,https://www.udemy.com/flamenco-guitar-essentials/,40,120,11,47,Intermediate Level,0.7333333333333333,2015-11-06T16:49:43Z,Music,4.7,46.0,11/2015,582.0,9
Beginners Guide to Playing Guitar - Step-by-step System,https://www.udemy.com/beginners-guide-to-playing-guitar/,85,384,25,98,Beginner Level,10.5,2013-06-10T14:49:09Z,Music,4.3,132.0,5/2021,910.0,11
Funk Rhythm Guitar Techniques,https://www.udemy.com/funk-rhythm-guitar-techniques/,35,82,6,7,All Levels,1.5,2016-02-17T18:12:40Z,Music,4.2,67.0,2/2016,619.0,8
Flamenco Guitar,https://www.udemy.com/flamenco-guitar-a/,25,136,20,34,Beginner Level,4.0,2015-12-07T21:39:25Z,Music,4.8,727.0,8/2022,4928.0,9
Learn to play the Bouzouki - Greek Bouzouki Lessons,https://www.udemy.com/greek-bouzouki-lessons/,50,63,13,49,All Levels,1.0,2015-03-19T18:39:23Z,Music,3.2,80.0,9/2017,488.0,9
Guitar Looper Basic Training,https://www.udemy.com/guitar-looper-basic-training/,45,64,13,15,All Levels,1.5,2016-02-29T17:06:36Z,Music,4.0,75.0,2/2016,346.0,8
Piano For Kids and Adult Beginners - Vol 1,https://www.udemy.com/piano-with-willie-jazz-kids-vol-1/,40,28,3,32,Beginner Level,4.5,2016-04-13T05:49:57Z,Music,4.6,22.0,4/2016,150.0,8
Gitarre spielen wie die Profis,https://www.udemy.com/gitarrenakkordespielenwiedieprofis/,20,1981,28,38,Beginner Level,2.0,2016-03-21T17:32:24Z,Music,4.7,233.0,2/2018,3947.0,8
CURSO PROGRESIVO DE LECTURA MUSICAL AL PIANO,https://www.udemy.com/curso-de-piano-101-tocando-partituras-y-acordes/,170,245,26,93,All Levels,4.5,2016-10-28T16:32:47Z,Music,4.3,142.0,10/2023,815.0,8
Sintetizadores e Síntese Subtrativa,https://www.udemy.com/sintetizadores-e-sintese-subtrativa/,85,38,12,83,All Levels,5.0,2017-05-02T18:05:23Z,Music,5.0,208.0,5/2020,396.0,7
Curso de ejercicios técnicos al piano Vol.2,https://www.udemy.com/curso-de-ejercicios-tecnicos-al-piano-vol2/,50,62,1,22,All Levels,1.0,2017-05-29T15:58:53Z,Music,4.8,7.0,1/2023,257.0,7
Curso de ejercicios técnicos al piano Vol.1,https://www.udemy.com/aprendiendo-piano-curso-de-ejercicios-tecnicos/,60,186,9,24,All Levels,1.5,2016-09-30T17:24:49Z,Music,4.4,50.0,10/2023,404.0,8
Aprende escalas y arpegios Vol.2 : Modo menor,https://www.udemy.com/aprende-escalas-y-arpegios-vol2-modo-menor/,50,62,1,49,All Levels,2.5,2017-05-29T15:49:40Z,Music,4.7,3.0,10/2023,246.0,7
Trumpet Lessons For Beginners,https://www.udemy.com/the-music-coach-online-trumpet-lesson-program/,95,17,3,35,Beginner Level,2.5,2016-04-06T20:04:46Z,Music,4.1,49.0,2/2019,282.0,8
Jews Harp - Advanced course,https://www.udemy.com/jews-harp-advanced-course/,30,26,1,52,Expert Level,3.5,2017-03-30T18:45:06Z,Music,4.8,62.0,4/2017,358.0,7
Jazz Guitar Reharmonization for Autumn Leaves,https://www.udemy.com/jazz-guitar-reharmonization-for-autumn-leaves/,20,30,1,15,All Levels,0.6166666666666667,2014-07-03T09:25:51Z,Music,4.3,3.0,7/2014,71.0,10
Tenor Saxophone Lessons For Beginners,https://www.udemy.com/the-music-coach-online-tenor-saxophone-lesson-program/,95,45,5,43,Beginner Level,3.0,2016-04-04T18:44:36Z,Music,4.2,228.0,9/2023,1093.0,8
Mike G's Beginner Drum Course: Part 2,https://www.udemy.com/drumlessons2/,40,305,0,23,All Levels,2.5,2016-03-10T06:33:48Z,Music,4.9,10.0,6/2023,614.0,8
Add Slide To Your Guitar Playing,https://www.udemy.com/add-slide-to-your-guitar-playing/,20,75,2,27,All Levels,0.7333333333333333,2014-05-28T17:32:53Z,Music,4.4,9.0,5/2014,126.0,10
Unlock the Secrets Of These Must Know Piano Chords Vol. 2,https://www.udemy.com/piano-with-willie-piano-chords-vol-2/,40,32,2,11,Intermediate Level,1.5,2016-04-13T06:45:40Z,Music,4.7,10.0,4/2016,240.0,8
Classical Guitar Finger-Picking: Right Hand Arpeggios,https://www.udemy.com/guitar-lessons/,195,200,11,19,All Levels,2.0,2014-07-24T19:17:09Z,Music,4.4,34.0,1/2016,623.0,10
Violin lessons for beginners,https://www.udemy.com/violin-lessons-for-beginners/,20,59,6,15,Beginner Level,1.0,2015-11-25T21:56:34Z,Music,4.4,33.0,11/2015,205.0,9
Old-Time Banjo for the Absolute Beginner,https://www.udemy.com/old-time-banjo-for-the-absolute-beginner/,25,192,21,17,Beginner Level,1.5,2014-03-12T15:55:49Z,Music,4.6,170.0,9/2020,1156.0,10
"Learn Guitar The Easy Way, It's Faster",https://www.udemy.com/learn-guitar-the-easy-way-its-faster/,25,57,2,16,Beginner Level,4.5,2013-11-14T17:47:35Z,Music,4.6,6.0,11/2013,84.0,11
Learn Oud 2,https://www.udemy.com/oud-lessons/,20,81,11,27,Intermediate Level,3.0,2015-09-10T19:39:22Z,Music,4.8,91.0,3/2017,1016.0,9
Acoustic Guitar After The Basics,https://www.udemy.com/acoustic-guitar-after-the-basics/,45,181,17,25,Intermediate Level,2.5,2014-11-20T09:38:59Z,Music,4.7,29.0,11/2014,212.0,10
Bossa Nova - Guitar for Beginners,https://www.udemy.com/bossanovaguitarforbeginners/,20,589,6,8,Beginner Level,1.0,2016-04-19T15:46:43Z,Music,4.1,42.0,11/2022,1260.0,8
Unlock the Secrets Of These Must Know Piano Chords Vol. 1,https://www.udemy.com/piano-with-willie-piano-chords-vol-1/,40,48,4,14,Beginner Level,2.0,2016-04-13T06:42:25Z,Music,4.9,32.0,4/2016,330.0,8
How to play Summertime in 8 fun & easy lessons on harmonica,https://www.udemy.com/instant-harmonica-play-summertime-in-8-fun-easy-lessons/,40,81,7,11,Beginner Level,1.0,2015-08-19T19:29:18Z,Music,4.2,17.0,8/2015,136.0,9
Play Autumn Leaves' falling notes on piano with no reading!,https://www.udemy.com/autumnleaves/,30,438,10,12,Intermediate Level,0.5666666666666667,2014-04-29T01:19:05Z,Music,4.7,24.0,9/2015,488.0,10
Bones of the Blues - learn 4 cool tunes to expert level now!,https://www.udemy.com/bones-of-the-blues/,200,248,9,21,All Levels,2.0,2015-03-09T21:31:38Z,Music,5.0,46.0,1/2016,1860.0,9
Pure Modal Magic: A Complete Guitar Scales and Modes Kit.,https://www.udemy.com/pure-modal-magic/,50,52,3,18,All Levels,2.0,2017-02-14T03:09:24Z,Music,4.4,65.0,5/2019,911.0,7
Curso de guitarra para principiantes.,https://www.udemy.com/curso-de-guitarra-para-principiantes2/,20,4,0,7,Beginner Level,1.0,2015-06-11T15:55:19Z,Music,3.7,3.0,9/2023,12.0,9
リトルギタリストⅢ（完結編）,https://www.udemy.com/takalittle3/,20,3,0,36,Beginner Level,1.0,2016-10-03T16:42:12Z,Music,0.0,1728.2865544013123,4/2024,12469.926315789473,8
Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,https://www.udemy.com/build-beautiful-html5-website/,75,43285,525,24,All Levels,4.0,2013-01-03T00:55:31Z,Development,4.4,1345.0,3/2016,47922.0,11
Learning Dynamic Website Design - PHP MySQL and JavaScript,https://www.udemy.com/learning-dynamic-website-design/,50,47886,285,125,All Levels,12.5,2012-06-18T16:52:34Z,Development,4.7,551.0,1/2017,48844.0,12
ChatBots: Messenger ChatBot - DialogFlow and nodejs,https://www.udemy.com/chatbots/,50,2577,529,64,All Levels,4.5,2016-06-30T16:57:08Z,Development,4.8,3596.0,2/2021,19955.0,8
Projects in HTML5,https://www.udemy.com/projects-in-html5/,60,8777,206,75,Intermediate Level,15.5,2014-06-17T05:43:50Z,Development,3.8,293.0,12/2018,9223.0,10
Responsive Web Design: HTML5 + CSS3 for Entrepreneurs 2018,https://www.udemy.com/html-css-more/,20,23764,490,58,Beginner Level,5.5,2015-10-17T04:52:25Z,Development,4.4,26389.0,9/2018,88849.0,9
Build a Backend REST API with Python & Django - Beginner,https://www.udemy.com/django-python/,50,2669,112,72,Intermediate Level,5.5,2017-04-27T19:21:11Z,Development,4.4,5772.0,2/2023,31510.0,7
Web Development Masterclass - Online Certification Course,https://www.udemy.com/web-development-masterclass-complete-certificate-course/,200,4090,178,348,All Levels,19.5,2016-10-12T03:14:13Z,Development,4.4,9798.0,9/2022,479693.0,8
Learn Spring Boot 3 in 100 Steps - No 1 Java Framework,https://www.udemy.com/spring-boot-tutorial-for-beginners/,40,2578,210,39,Beginner Level,5.5,2017-01-23T15:13:53Z,Development,4.5,15799.0,2/2024,100737.0,7
The Complete Bootstrap Masterclass Course - Build 4 Projects,https://www.udemy.com/bootstrapcourse/,195,24978,540,67,All Levels,7.0,2015-10-27T20:27:11Z,Development,4.4,812.0,8/2016,49105.0,9
Scaling Docker on AWS,https://www.udemy.com/scaling-docker-on-aws/,25,3133,351,63,All Levels,6.0,2016-03-28T17:51:04Z,Development,4.4,950.0,6/2023,7802.0,8
Learn JavaScript for beginners,https://www.udemy.com/learn-javascript-course/,200,15276,167,19,Beginner Level,1.5,2017-03-16T20:57:12Z,Development,3.7,658.0,3/2022,38729.0,7
HTML5 Specialist: Comprehensive HTML5 Training,https://www.udemy.com/learn-html5/,20,12458,253,82,All Levels,4.0,2011-09-09T15:28:59Z,Development,4.6,1016.0,7/2018,4284.0,13
Learn by Doing: Vue JS 2.0 the Right Way,https://www.udemy.com/learn-by-doing-vue-js-2-the-right-way/,95,1087,220,32,Intermediate Level,3.5,2016-11-07T17:53:40Z,Development,4.1,389.0,12/2016,1806.0,8
Learn Complete Web Development From Scratch,https://www.udemy.com/learn-complete-web-development-from-scratch/,40,14074,106,46,All Levels,12.0,2013-10-23T09:23:00Z,Development,3.9,206.0,12/2018,14429.0,11
Introduction to Web Development: HTML,https://www.udemy.com/webdevelopment101_html/,20,26800,333,55,Beginner Level,3.0,2014-02-13T20:39:33Z,Development,4.6,1728.2865544013123,Unknown,39425.0,10
Web Site for Beginners - Learn Web Building like knitting,https://www.udemy.com/web-design-for-grandmothers-with-html/,20,9425,147,14,Beginner Level,1.5,2016-08-10T00:40:59Z,Development,3.6,175.0,9/2016,9461.0,8
Web Programming with Python,https://www.udemy.com/web-programming-with-python/,50,35267,217,53,All Levels,4.0,2012-04-25T00:01:43Z,Development,4.0,436.0,1/2017,35858.0,12
PHP Login and Registration System - Email Confirm Activation,https://www.udemy.com/php-mysql-login-and-registration-system-with-email-confirm-activation/,100,2607,317,49,All Levels,5.0,2015-11-26T23:56:12Z,Development,4.3,911.0,12/2019,6400.0,9
PSD to Responsive HTML5: Beginner to Advanced,https://www.udemy.com/psd-to-html5-beginner-to-advanced/,40,1502,218,49,All Levels,6.0,2016-10-03T21:11:56Z,Development,4.5,992.0,2/2018,5471.0,8
How to create Websites Build 10 Websites From Scratch,https://www.udemy.com/ultimate-web-developer-course-build-10-websites-from-scratch/,200,9359,110,402,Beginner Level,32.5,2016-10-10T15:09:14Z,Development,4.0,446.0,11/2021,11564.0,8
Rapid Website Design with Bootstrap,https://www.udemy.com/responsive-website-design/,200,14842,131,17,Beginner Level,1.0,2016-12-02T00:45:36Z,Development,4.5,1728.2865544013123,Unknown,44669.0,8
Build Enterprise Applications with Angular 2 (and Angular 4),https://www.udemy.com/angular2-advanced/,190,6082,848,135,Intermediate Level,9.5,2016-11-22T14:55:35Z,Development,4.5,1565.0,4/2018,12097.0,8
The Complete Angular Course: Beginner to Advanced,https://www.udemy.com/angular-crash-course-for-beginners/,120,12366,506,120,Beginner Level,9.0,2017-06-23T00:35:49Z,Development,4.4,27454.0,4/2018,115438.0,7
Accelerated JavaScript Training,https://www.udemy.com/javascript-bootcamp-2016/,110,4720,1017,126,All Levels,7.5,2016-07-12T18:23:35Z,Development,4.7,6493.0,11/2022,31061.0,8
"Beginner API development in Node, Express, ES6, & MongoDB",https://www.udemy.com/api-development/,165,7057,655,65,Beginner Level,18.5,2016-11-12T18:53:51Z,Development,4.3,1398.0,11/2016,11627.0,8
React JS Web Development - The Essentials Bootcamp,https://www.udemy.com/react-js-and-redux-mastering-web-apps/,60,16829,820,77,All Levels,5.0,2017-01-19T04:58:10Z,Development,4.3,5889.0,7/2023,71665.0,7
Web Development w/ Google’s Go (golang) Programming Language,https://www.udemy.com/go-programming-language/,65,4872,662,171,Intermediate Level,19.0,2017-01-17T22:30:33Z,Development,4.7,7505.0,5/2022,57469.0,7
Git a Web Developer Job: Mastering the Modern Workflow,https://www.udemy.com/git-a-web-developer-job-mastering-the-modern-workflow/,200,5809,1445,61,Beginner Level,15.0,2016-08-28T17:54:07Z,Development,4.7,7211.0,6/2023,35932.0,8
The Complete WordPress Website Business Course,https://www.udemy.com/the-complete-wordpress-website-business-course/,150,13439,1981,89,All Levels,20.5,2016-11-01T23:50:51Z,Development,4.6,14736.0,11/2023,78132.0,8
Learn Bootstrap By Building Projects - Includes Bootstrap 4,https://www.udemy.com/learn-bootstrap-development-by-building-10-projects/,60,14813,1358,74,All Levels,13.5,2015-02-23T12:04:53Z,Development,3.7,1786.0,10/2019,16632.0,9
Advanced Javascript,https://www.udemy.com/top-javascript-interview-questions-and-answers/,200,6601,1304,26,Intermediate Level,3.5,2015-11-21T06:56:33Z,Development,4.6,9533.0,2/2020,38826.0,9
Dissecting Ruby on Rails 5 - Become a Professional Developer,https://www.udemy.com/professional-rails-5-development-course/,195,2804,418,212,All Levels,37.5,2017-02-07T00:40:33Z,Development,4.3,3129.0,3/2021,20581.0,7
The Complete Wordpress Course - Build Your Own Website Today,https://www.udemy.com/wordpresscourse/,195,9421,73,36,All Levels,3.5,2015-08-25T00:03:06Z,Development,3.9,317.0,9/2015,25026.0,9
JQuery Essentials core training for Dynamic Interactive web,https://www.udemy.com/jquery-essentials-core-training-for-dynamic-interactive-web/,100,9668,38,52,All Levels,4.0,2015-11-20T17:22:00Z,Development,3.7,49.0,11/2015,9864.0,9
The Complete PHP Bootcamp Course With Video Sharing Project,https://www.udemy.com/php-bootcamp/,195,9831,56,74,Beginner Level,14.5,2017-03-21T23:50:38Z,Development,4.4,295.0,3/2017,38677.0,7
Learn AJAX with jQuery,https://www.udemy.com/jquery-ajax/,60,486,59,27,Intermediate Level,2.0,2017-02-18T01:13:09Z,Development,4.2,1728.2865544013123,Unknown,28844.0,7
HTML5 Essentials for Beginners,https://www.udemy.com/html5-essentials-for-beginners/,20,10247,200,15,Intermediate Level,1.5,2014-03-14T21:46:36Z,Development,4.2,1611.0,1/2022,14484.0,10
Step-by-step HTML and CSS for Absolute Beginners,https://www.udemy.com/step-by-step-html-and-css-for-absolute-beginners/,120,6162,324,43,Beginner Level,4.0,2013-08-26T19:10:57Z,Development,4.3,1682.0,7/2016,9879.0,11
Angular 4 Development Decoded,https://www.udemy.com/marutiangular4/,20,1802,13,8,Intermediate Level,1.0,2017-06-21T16:37:46Z,Development,4.0,88.0,10/2017,4189.0,7
Javascript ES6! A Complete Reference Guide to Javascript ES6,https://www.udemy.com/javascript-es6-a-complete-reference-guide-to-javascript-es6/,175,4783,41,48,Intermediate Level,7.0,2017-04-20T16:22:34Z,Development,4.8,411.0,9/2017,26388.0,7
Reactive JS: Are you ready for the next big paradigm shift?,https://www.udemy.com/reactive-js-getting-ready-for-the-next-big-paradigm-shift/,60,2097,401,28,Intermediate Level,5.5,2016-02-23T16:50:16Z,Development,4.5,735.0,2/2016,3859.0,8
Learn Python and Django: Payment Processing,https://www.udemy.com/learn-django-code-accept-payments-with-stripe/,70,17714,198,23,All Levels,3.5,2015-02-09T15:37:56Z,Development,4.8,264.0,10/2017,18707.0,9
"React.js: Building Production Ready Apps, Start to Finish",https://www.udemy.com/reactjs-building-production-ready-apps-start-to-finish/,50,1129,137,77,All Levels,17.5,2016-11-10T23:48:22Z,Development,4.1,208.0,11/2016,1450.0,8
Learn Object Oriented Programming PHP fundamentals bootcamp,https://www.udemy.com/learn-object-oriented-programming-php-fundamentals-bootcamp/,100,22213,142,16,All Levels,1.0,2015-08-11T18:52:58Z,Development,3.6,227.0,11/2019,24484.0,9
Javascript Intermediate level 2 - All about functions,https://www.udemy.com/javascript-intermediate-mastering-functions/,100,2412,116,28,All Levels,2.5,2016-08-30T18:20:56Z,Development,4.1,478.0,1/2022,4120.0,8
1 Hour CSS,https://www.udemy.com/1-hour-css/,100,18324,333,16,Beginner Level,1.0,2013-07-09T20:27:14Z,Development,4.1,2627.0,7/2013,61250.0,11
Learn JavaScript for Web Development,https://www.udemy.com/javascript-learn-javascript-essentials-and-build-project/,75,12893,220,95,Intermediate Level,8.5,2016-10-12T16:41:11Z,Development,3.6,3234.0,9/2019,105973.0,8
Complete Wordpress Theme Development Course,https://www.udemy.com/complete-wordpress-theme-development-course/,150,1050,223,64,All Levels,6.5,2016-07-23T20:07:17Z,Development,4.1,614.0,11/2016,2461.0,8
Projects in Laravel: Learn Laravel Building 10 Projects,https://www.udemy.com/projects-in-laravel-learn-laravel-building-10-projects/,50,119,6,70,Intermediate Level,10.5,2017-06-15T20:29:49Z,Development,4.5,1232.0,6/2020,5483.0,7
Javascript Intermediate level 3 - JSON,https://www.udemy.com/javascript-intermediate-json-course/,100,1735,76,25,All Levels,2.5,2016-08-30T17:48:52Z,Development,4.6,472.0,1/2022,4000.0,8
JavaScript DOM Dynamic Web interactive content Boot Camp,https://www.udemy.com/javascript-dom-dynamic-web-interactive-content-boot-camp/,75,7380,43,59,All Levels,2.5,2015-07-30T16:52:34Z,Development,4.4,1728.2865544013123,Unknown,24447.0,9
"The complete beginner JavaScript ES5, ES6 and JQuery Course",https://www.udemy.com/master-javascript-programming-extended-course/,20,3903,53,107,All Levels,10.5,2017-06-27T23:16:24Z,Development,4.3,685.0,2/2019,13697.0,7
HTML CSS Modern Responsive Website from Scratch 2023,https://www.udemy.com/html-css-learn-to-create-a-website-from-scratch/,50,4892,49,32,Beginner Level,2.0,2016-08-04T21:40:35Z,Development,4.2,1728.2865544013123,Unknown,28506.0,8
"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap",https://www.udemy.com/build-responsive-website-using-html5-css3-js-and-bootstrap/,95,22623,783,73,All Levels,8.0,2016-06-20T18:48:26Z,Development,3.7,3582.0,10/2019,98807.0,8
Complete React JS web developer with ES6 - Build 10 projects,https://www.udemy.com/complete-react-js-course/,200,952,121,75,Beginner Level,12.0,2017-03-22T20:09:26Z,Development,4.4,1549.0,8/2017,8781.0,7
Complete WordPress Theme Developer Course With Bootstrap,https://www.udemy.com/the-complete-wordpress-theme-developer-course/,150,3415,312,160,All Levels,25.0,2016-07-01T20:06:13Z,Development,4.9,418.0,8/2017,4192.0,8
The Complete Ethical Hacking Course 2.0: Python & Kali Linux,https://www.udemy.com/penetration-testing-ethical-hacking-course-python-kali-linux/,195,7827,268,66,All Levels,11.0,2016-09-26T15:08:29Z,Development,4.2,688.0,7/2020,10468.0,8
AJAX JSON JavaScript Dynamic and Interactive Web Content,https://www.udemy.com/ajax-course/,200,9773,117,65,Intermediate Level,4.5,2016-10-24T15:36:40Z,Development,4.3,660.0,11/2022,14616.0,8
Vue JS 2.0 - Mastering Web Apps,https://www.udemy.com/vue-web-apps/,80,13457,215,69,All Levels,4.5,2017-04-06T16:57:56Z,Development,4.5,2671.0,12/2017,61311.0,7
JavaScript Beginner Bootcamp (2024),https://www.udemy.com/javascript-the-basics-for-beginners/,120,4028,674,93,Beginner Level,9.0,2016-06-09T15:13:54Z,Development,4.6,5750.0,3/2024,26042.0,8
"Complete E-Commerce Course - Java,Spring,Hibernate and MySQL",https://www.udemy.com/complete-e-commerce-course-javaspringhibernate-and-mysql/,195,1371,165,83,All Levels,20.0,2017-01-16T23:50:02Z,Development,4.5,781.0,1/2017,4148.0,7
"Learn SVG Animation - With HTML, CSS & Javascript",https://www.udemy.com/learn-svg-animation/,65,12953,680,22,All Levels,1.5,2016-09-12T18:51:32Z,Development,4.6,2062.0,8/2017,19649.0,8
"Build a Responsive Website with HTML5, CSS3 and Bootstrap 4",https://www.udemy.com/build-a-responsive-website-with-html5-css3-and-bootstrap-4/,20,5125,395,53,All Levels,7.0,2016-08-09T17:53:33Z,Development,4.3,630.0,3/2018,6027.0,8
Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,https://www.udemy.com/build-beautiful-html5-website/,75,43285,525,24,All Levels,4.0,2013-01-03T00:55:31Z,Development,4.4,1345.0,3/2016,47922.0,11
Angular 2 & TypeScript Beginner Web Development,https://www.udemy.com/angular2/,200,5211,414,133,Beginner Level,19.5,2016-11-14T00:44:48Z,Development,3.4,578.0,9/2018,5947.0,8
The Docker for DevOps course: From development to production,https://www.udemy.com/the-docker-for-devops-course-from-development-to-production/,25,8234,1111,110,All Levels,7.5,2015-11-13T17:30:34Z,Development,4.4,1774.0,6/2022,12012.0,9
